,pid,pname,text,date,score,like_c,skin_type,repurchased
10,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],첨엔 어떤 색으로 해야될지 계속 고민고민.. 간단히 21호 23호 나눠있으면 고르기 편할텐데.. 했는데 받아보고 써보니 확실히 다르다는걸 느꼈어요제품 사진만 찍어 올려 아쉽지만 피부색에 너무 잘 맞아 네츄럴한 메이크업이 되서 좋아요무엇보다 커버력이 가장 만족스러워요^^,2018-05-13,5.0,0, , 
11,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],23호를 사도 하얗게 떠보일때가 있는데이건 정말 최애!!!!색도 밀착도도 어떤것도 빠지지 않는 쿠션파데를 찾았네요!!! 엄마랑 같이 쓰는데 엄마도 너무 좋아하세요,2018-05-12,5.0,0, , 
12,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],이거 세통째 ㅠㅠㅠ 진짜 조아여 여름에 쓰기 딱,2018-05-11,5.0,0, , 
13,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],1년동안 이것만 쓰고 있어요솔직히 파운데이션 보단 커버력은 별로지만쿠션 치고 커버력 좋은편이고 지속력도 나쁘지 않고 무너짐도 이뻐요,2018-05-11,5.0,0, , 
14,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],캐이스가이뻐서샀는데소량으로도커버할수있어서좋아요ㅎ,2018-05-10,4.0,0, , 
15,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],가끔 뜨는거 빼고는 다좋습니다! 일단 퍼프가 너무좋아서ㅠㅠ 전 또삿어요ㅠㅠㅠㅠ 겁나조아요ㅠㅠㅠ,2018-05-09,5.0,0, , 
16,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],보송보송하게 커버해줘서너무좋아요~ 계속 구매하고싶은 팩트에용,2018-05-09,5.0,1, , 
17,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],포니이펙트에 팩트는 저한테 인생팩트인거같아요 보송보송하게 커버해줘서 너무좋아요~,2018-05-09,5.0,1, ,재구매
18,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],진짜 진짜 인생쿠션팩트!이걸로 갈아타고나서 진짜 저는 딴거 못써요...계속 리필만 사서 한 4-5통? 사용했는데 케이스가 벗겨져서 이번에 다시 새로운 케이스까지 삽니다!,2018-05-08,5.0,1, , 
19,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],저희 어머니도 빠진 제품입니다세일 좀 할때 팍팍 하면 두세개씩 쟁여놓을텐데ㅎㅎ무너짐이 좀 더러운건 말곤 괜찮아요..ㅎㅎ,2018-05-07,5.0,1, , 
20,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],다섯개짼가? 여섯개째네여 강추합니다!!!,2018-05-06,5.0,1, , 
21,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],계속쓰던거예요 피부가좀까만편인데 너무밝지않어서 좋아요,2018-05-05,5.0,2, , 
22,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버 잘 되고 좋음 향이 너무 좋아서 깜짝 놀람처음 테스트라 그런지 적은 양에도 잘 발리고 손등에다가 바른 후에도 얼굴 전체 커버할 수 있었음,2018-05-03,4.5,1, , 
23,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],다섯통쨔인듯....엄마도사드네요ㅠㅜ아뭔가 다른 팩트는 이제 커버력도 별로같고 기름뜨는느낌때매 못쓰겠어요 포니짱,2018-05-03,5.0,1, ,재구매
24,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],전에 쓰던거버릴정도임색상이 정말 잘 나왔음 다크닝 없고다만 화장이 자주 뜸각질제거를 소홀히 했나..,2018-05-02,4.5,1, , 
25,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],스무스 퍼프 기대 안햤는데 너무 좋아요 립스틱으로 볼터치 하는데 미스트 착 뿌려서 두드려주면 진짜 제 볼 색처럼 자연스럽게 스며 들어요!,2018-04-30,5.0,1, , 
26,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],매일 칙칙한 톤 쓰다가 밝은톤으로 요거 바꿨는데밝은 톤이라 커버 안될줄 알앗는데 잡티도 싹 가려지구하루만에 이미지 변함 하 계속 이것만 쓸것가툼,2018-04-26,5.0,2, , 
27,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제가 얼굴이 건조한데 바르면 촉촉하고 뒤엔 좀 매트하게 되영  하지만 썻던쿠션중에  진짜 정말좋은거같아요,2018-04-24,4.5,1, , 
28,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],졸라 뜸쿠션 별로안쓰는데에스티로더로 다니다 수정할따견미리 팩트 쓰다가 이거 바꿔보니 캐 안습ㅋㅋㅋ맨날 피부좋단 소리듣다가 이거 바르면 완전 화장뜨고 난리남 .......ㅋㅋㅋㅋㅋ 차라리 견미리팩트가 나아여 ㅋㅋㅋ,2018-04-23,1.5,0, , 
29,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],리필추가 증정할때 샀는데 쿠션들중에서 그나마 제일 나은것같아요~,2018-04-23,4.0,1, , 
30,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제가 좀 하얀편이라고 생각했는데 써보니뜨는거같아서 별 2개반드릴게여ㅠ전체적으로 케이스나 뭐그런건 이뻐용 ㅎ,2018-04-22,2.5,0, , 
31,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],지성 복합성 피부인데 오후쯤 되면 화장 수정 해줘야 하는데..이건 그렇게 하지 않아도 되네요.지속력도 좋고 오래오래 가요.피부에 뾰루지나 좁쌀 여드름 같은거 자주 생기는데요.이건 너무 순하고 질이 좋은가봐요.피부 트러블이 일어나지 않아요.입소문이 자자해서 샀는데 너무 맘에 듭니다.피부 트러블 자주 일어나시는분도 이거 쓰면서 그런거 못느끼실꺼예요.악성 피부인데도 트러블도 안일어나고 속은 촉촉하면서 겉은 보송 보송 해요.ㅋ,2018-04-22,5.0,2, , 
32,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],마무리감이 보송한게 정말 좋아요 ! 보송한걸 좋아해서 마무리에 항상 파우더를 발랐었는데 파우더를 찾지 않을정도로 마무리감이 좋습니당😊😊 게다가 지성에 좀더 가까운 지복합성이라 더 그런거같아요😂 그리고 일단 가성비가 갑이라는점 ! 이가격에 리필도 포함되어있고 일단 하나에 든 양이 정말많아요 원래 쿠션들이 다 양이 적어서 퍼프로 바르는 파운데이션으로 갈아탔었는데 이쿠션은 양이많아서 좋은거같아용 조금만 찍어도 왕창 나와서 양조절을 해야해요 ! 그리고 지속력은 아직 잘 모르겠어요ㅠㅠ 이건 케바케인거같아용😂 로지아이보리색을 택한건 피부톤 검사(?) 하는데서 핑크베이지색이 어울린다고 해서 네츄럴 아이보리색과 고민하다가 로지아이보리색을 택했는데 좀 밝아서 22호 로지베이지를 사야했나 생각이 들어요 ㅠㅠ 그래도 맘에들어서 목까지 바르고 있어요ㅋㅋㅋ 같이온 포터블 스무스 스펀지도 3장이나 들어있어서 진짜 대박이에요👍 쿠션에 들어있는 퍼프도 다른퍼프들은 퍼프가 파운데이션을 다 먹어버리는데 이건 달라요ㅠㅠ 퍼프가 먹지도 않고 얼굴에 잘 펴발려준답니다😍 이정도 품질과 이정도 가격에 저는 정말 추천해요 ! 포니이펙트 사랑합니다🍓🐥♥️,2018-04-22,4.0,1, , 
33,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버력 좋아요 편하구 화장할 때 시간도 단축돼요 지속력은 별로인 것 같음,2018-04-21,4.0,0,중성, 
34,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제 인생팩트 입니다 너무 조화여 ㅠㅠ,2018-04-20,5.0,1, , 
35,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],항상 쓰는 쿠션 파운데이션 ㅎㅎ 누드베이지 리필이 맨날 품절이라 못 샀는데 이번에 두개 한번에 샀어요,2018-04-19,5.0,1, , 
36,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],너무 좋아요ㅎㅎㅎ 제가 써본 쿠션중에 최고입니다. 얇게 발리고 밀착력도 너무좋아요 그리고 바를때는 촉촉하게 발리고 시간지나면 매트하게 픽스되서 수정용으로 찰떡입니다ㅎㅎㅎ,2018-04-17,5.0,0, , 
37,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],항상 쓰는 쿠션파데 ㅎㅎ 누드베이지 리필이 품절이라 어쩔 수 없이 본품까지 샀네요 ㅠㅠ,2018-04-17,4.5,1, , 
38,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"항상 잘 쓰고 있어요~세미매트한 느낌이고, 지속력도 나쁘지 않습니다!",2018-04-16,5.0,0, , 
39,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버 지속 색상 다 전체적으로 좋은편,2018-04-11,4.5,1, , 
40,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],잘 쓰고 있습니다~~~^^**담엔 24호로 사야겟어요 ㅎ 생각한것보다 넘 어두워요 ㅎ,2018-04-10,4.5,1, , 
41,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],발림은 좋은데 너무 어두운걸 사서 다 쓰면 24호로 사야될거같아여 ㅎ 잘 쓰고 있습니다 ㅎㅎ,2018-04-10,4.5,1, , 
42,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],전부터 올리브영에서 사고싶었는데 이제서야 지릅니다 ㅠㅠ 여테까지 만원조금넘는 싸구려 쿠션만 쓰다가 이거 쓰니까 신세계임 +)하..뜯었는데 케이스 금가있네요..ㅎㅎㅎ 그렇게 큰 하자는아니라 넘어가지만 다음부터 조심좀해주세요 제발 새거가 새거가 아닌느낌임;;,2018-04-09,5.0,1, , 
43,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],발림성지속력굿국자연스럽고 촉촉하게발려요~~,2018-04-08,4.5,1, , 
44,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제가 얼굴은 홍조끼가 무쟈게 심하고 목이 어두워 23호보다 어두움 색을 사용하는데 쿠션제품은 23호도 밝아 얼굴만 동동..보름달되는데 이 제품은 제피부에 적당하고 노란빛이라 좋아요 목에 경계도 안지구요 생각보다 커버력이 아주 좋지는 않지만 컨실러 쓰면되고..저렴히 완전 많이 구매해서 두고드고 쓰겠네요,2018-04-08,4.0,0, , 
45,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],언니가 자꾸 사달라고 해서 사줌! ㅋ언니가 좋다고 하네요 ㅎ,2018-04-06,3.5,1, , 
46,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],여태쿠션쓰면서 수정용으로만썼는데 이건 아침에화장할때써도 너무좋네요~ 진짜 최애템! 커버력도좋구 뜨는것도없구 대박이예요~,2018-04-04,5.0,0, , 
47,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"스펀지도 다른 쿠션에 들어간 스펀지보다 더 깔끔하게 쓸수 있게 포장된 것 같아요. 일단 볼에 톡톡 여러번 하지 않아도 자연스럽게 광나면서 커버되는 느낌이에요.^^ 너무 과하지도 않은 커버력과 아침에 화장해서 오후시간되면 뜨는 경우가 있는데, 이 제품은 지속력도 괜찮은 것 같아요. 마지막 화장에 고정 스프레이 뿌려주면 오후시간까지도 무너지지 않고 괜찮은 것 같아요. 여름되어서도 무너지지 않길 바래요 ㅎㅎ 만족합니다👍🏻💕",2018-04-03,5.0,0, , 
48,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],이제야 리뷰 남기네요ㅠㅠ엄마 쓰실 쿠션펙트를 찾다 구매했었는데 그동안 써왔던 다른 제품 보다 훨씬 좋다고 하시네요 이번에 다시 사드리려구요 같이 온 스펀지도 사용해봤는데 부드럽고 잘 밀착 되서 너무 좋아요 완전 굿입니당,2018-04-03,5.0,0, , 
49,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],드뎌 오늘 첨써봣는데 제가 수정을 잘 안하는편이라 좀 걱정했는데도 진짜 무너짐도 거의없고 뽀송뽀송한게 너무 좋앗어요ㅠ 평소에 지성이라 저녁때되면 번들거림장난아닌데도 무너짐없이 이쁘네요 계속 쓸거같아요ㅠ 만족합니당,2018-04-01,5.0,0, , 
50,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제가 잡티가 정말 많은데 커버력 좋고 기초화장만 잘 해 주면 거의 안 떠요. 제 피부가 좋은 편이 아니다 보니 100% 만족하는 건 아니라서 좋다는 쿠션 있으면 이것저것 다 사서 써 보는 편인데 결국은 이 제품으로 돌아오게 되네요. 웬만한 건 정말 다 써 봤는데 제 기준에선 아직 이 쿠션만큼 만족스러운 쿠션이 없어요. 묻어나거나 밀리지 않는다는 점이 제일 좋아요. 그래서 무너짐이 거의 없는 것 같아요. 이거 바른 날은 수정화장을 하지 않아요.,2018-04-01,4.0,0, , 
51,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],헤라쿠션이랑비슷한거같아요촉촉하게 피부에 발리는데 바르고나선번들번들안하고 보송보송한 피부표현이되요그런데 색상은 밝게나온거같아요21호이신분들은 로즈베이지나 22호 추천드려요13호는 21호 추천합니다~^^,2018-03-31,4.0,0, , 
52,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"처음 바를때 커버력 좋은데, 제 피부가 지성인 만큼 금방 지워지네요 ㅠㅠ 수정메이크업할때 조금 뜨고요 ㅠㅠ 지속력이 조금 아쉽습니당 ㅠ",2018-03-31,3.0,0, , 
53,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],아주조아요!!! 지속력이랑 커버 둘다 좋아요,2018-03-27,5.0,1, , 
54,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],진짜 저렴한 가격에 득템!!!지성 복합성 피부에다 세시간마다 수정화장 해줘야 하는데 이건 진짜 절대 무너지지 않음.색상도 차분하고 화사해요.로지 베이지도 살짝 고민중인데 판매 중지가 되어 버렸음 ㅠㅠ포니이펙트 커버스테이 쿠션 정말 물건임.,2018-03-27,5.0,1, , 
55,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버 짱입니당! 4통 쓰고 좋아서 또 주문했습니당^^다음에 또 주문하도록 할게용.,2018-03-27,4.5,1, , 
56,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],지성피부에 정말 좋아서 이거만써요! 색상은 이것저것써보고있어요! 이번엔 첨으로 버프색도전 ㅋㅋ,2018-03-27,4.5,1, , 
57,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버도 잘되고 색상도맘에들어용!!! 그리고 내장퍼프가 말랑말랑해서좋아요,2018-03-26,4.0,0, , 
58,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],페어랑 겁나 많이 비교하고산건데  후회없음 ㅋㅋㅋ 이것도발색이하애서 쿠션이것만쓸거같아요 보송하고 머리카락도 안붙고 파우더한거처럼 잘 스며들고 살짝만눌러도 양많은거같음!,2018-03-24,5.0,1, , 
59,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],리필도많고 화장품도 촉촉하고 좋네용 ㅋㅋㅋㅋ,2018-03-21,3.0,0, , 
60,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],지금껏 써왔던 쿠션 중 제일 최고!진짜 커버력 장난아니고 저한테 완전 잘 맞는것같아용,2018-03-20,5.0,0, , 
61,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"저는 수정화장용으로 사봤는데요 한톤정도 밝게 나왔다는 후기를 보고 22호를 샀는데 제가 원래 쓰는 파운데이션(왼쪽, 에뛰드 더블래스팅 아이보리)보다는 확실히 한톤 낮은거 같아요. 근데 수정화장용으로 써보니 그렇게 어둡지 않아서 잘 쓸 예정입니당 각질이 많으면 좀 뜨는감이 있지만 각질만 관리 잘하면 좋을거 같아용~",2018-03-20,3.5,0, , 
62,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"에버래스팅쓰다가 이번엔 커버력이 좀 더 좋은 커버스테이를구매했어요 ㅎ색상도 누드베이지에서 로즈베이지로 변경햇는데 일단 케이스는 심플한데 열때 약간 버벅? 거리는 는김은 잇어요 ㅎ근데 포니이펙트는 그냥 쓰던 펙트중에 보습부분이나 유지,커버,색변조 같은게 제일 나아서 그냥 믿고 씁니다^^",2018-03-17,5.0,1, , 
63,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],아직 안 써봤지만 후기들 다 보고 사보는데 거의 좋다고들 하셔서 사봤습니다 ㅠㅠ 여름용 같아서 사봤는데 여름때 유용하게 잘 썼음 좋겠네요!!!,2018-03-17,4.5,1, , 
64,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],인생파데 인생파데 인생파데 인생파데 인생파데,2018-03-15,4.0,1, , 
65,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],몇통째인지 이것만 주구장창 쓰는중ㅋ 촉촉하고화사해보여 조아요,2018-03-14,5.0,1, , 
66,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],제가 엄청 지성이라서 웬만한 지속력 좋다는 제품은 다 써봤는데 이건 정말 물건입니다.엄청! 엄청 좋아요!무너지지도 않고 계속 뽀송합니다.수정 메이크업을 안해도 될정도로~~인생템 찾았네요~그런데 받은 제품의 유통기한이 19년도까지인게 좀....지금이 18년도인데...유통기한이 원래 생산 후 3년 정도인데 이건 조금 너무하지 않습니까?,2018-03-14,4.5,2, , 
67,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],쿠션 좋다는건다써봤는데 이게진짜임..커버력은 중간 마무리가 완전 매트가아님 속촉촉 겉매트임 ! 이거 지금 6통째써요 ㅠ 리필 많이줄때마다 쟁여놓는템..ㅠ 퍼프도 진짜 좋음!!!!,2018-03-13,5.0,3, , 
68,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],너무 기대를 하고 사서 그런지 생각보다 그렇게 막 좋지는 않았어요 쿠션만 바르면 너무 두껍게 발려서 파데바르고 수정용으로 쓰고 있는데 수정용으로도 딱히 좋지는 않아요,2018-03-13,1.5,0, , 
69,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],상품평이 넘 좋아서 구매했어요 수부지피부라 걱정되긴하는데 믿고 써보겠슴다 ㅎ,2018-03-10,4.0,1, , 
70,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],가격도 저렴하고 너무 좋아서 재구매해요!,2018-03-07,3.5,1, , 
71,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],번들거리는게 아예없고 뽀송뽀송해서 넘맘에들어요^^,2018-03-07,4.0,1, , 
72,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],매트하고 커버력 좀 좋고피부 컨디션 안좋으면 잘 뜨지만괜찮아요,2018-03-07,4.5,1, , 
73,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],전 후 사진입니다 몇일 사용해본결과는 커버력은 솔직히 1도 모르겠고 컨실러 같이사용이 갑임.. 매트하긴 하나 지속력 별 다섯개에 세개. 베네 패트랑 같이사용중 그나마 개안음. 단독으로는 사용불가.,2018-03-06,5.0,2, , 
74,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],세상에 한번 찍었더니 여러군데 팡팡팡팡 두들길수 있는 이 커버력... 대단합니다 게다가 유지력 개쩔어여,2018-03-05,5.0,2, , 
75,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],아직 써보진 않았는데 평이 너무 좋아서 구매했어용 ㅋㅋ지금 쓰는거 다쓰고 빨리 써보고싶네요,2018-03-05,5.0,1, , 
76,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],듣덤대로 좋네요!! 리필도많구 ㅎㅎㅎ재구메각,2018-03-04,4.5,1, , 
77,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],친구 추천으로 구매했는데 만족이요!! 지성인데 지속력이 꽤나 만족스러워요~~ 땀 많이 안흘리면 근무시간내내 자연스러워요 ㅎㅎ 코는 피지가 많아서 다른 부위보다 티가 나 미리 덧발라주긴 합니디ㅡ,2018-03-04,4.0,0, , 
78,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],조금 건조하긴하지만 기초화장 꼼꼼히 하면 괜찮구요색상이 22호가 있어서 좋네요~^-^,2018-03-04,4.0,0, , 
79,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],항상 쓰는 제품이에요이것만큼 커버잘되고매트하면서 맘에 드는 제품이 없어서 다른거 사놔도 항상 이것만 쓰네요 ㅎㅎ,2018-03-03,5.0,1, , 
80,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],진짜 좋아요 저는 이거만씁니다  ㅜㅠㅠㅠㅠ 금방써서 또사이댕 ㅜ,2018-03-02,5.0,1, , 
81,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],벌써 몇번째 재구매인지 모르겠는데 ! 커버력 정말 좋은 것 같아요 ㅠㅠㅠ,2018-02-27,5.0,1, , 
82,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],리필이2개씩이나있어서 든든해요!발림성도 좋은편이고 커버도 괜츈하네요,2018-02-26,4.5,1, , 
83,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],포니이펙트 커버 쿠션 리뷰보구 구매했어요이것저것 다 써본결과 커버 잘 안되서 불만이었는데 포니커버쿠션은 커버도 잘 되고 무너짐 현상도 없어서 좋았어요강추강추해요~^^,2018-02-24,4.5,1, , 
84,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],다크닝도 없고 커버력 쪽으로는 정말 좋고 잘샀다고 생각합니다.😍,2018-02-22,5.0,1, , 
85,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],커버스테이라는 이름치고 커버는 하나도 안되지만 포니이펙트는 패키지예쁘고 홋수다양한것만 좋아요,2018-02-22,5.0,1, , 
86,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],정말 피부가 하얀분들이 사용하시길 바래요전 그렇게 하얀편이 아니라서 좀 뜬것처럼 보이더라구요자기피부에 맞는 컬러 잘 선택하길 바래요!팩트 자체로는 좋습니다 추천해요!!,2018-02-21,4.0,1, , 
87,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],일주일 써봤는데 쓰면 쓸수록 계속 감탄해요피부에 착착 달라붙고 커버도 되고물광팩트는 머리카락이 달라붙는데 커버스테이는 달라붙지 않아서 참 조아요!!앞으로도 좋은 팩트 부탁해요~~,2018-02-21,5.0,2, , 
88,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],지금까지3번넘게 계속 리필중 진짜 지성인 저한테도 너무잘맞아요ㅠㅠ,2018-02-21,5.0,1, , 
89,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],"얼굴에는 못써봤지만 손등에 해보니까 최고 ,,끼임도 없고 색상도 예쁘고 ㅜㅜ 이때까지 쿠션 많이 써봤는데 밀착력이 젤 좋은거 같아요내일 화장할때 써봐야지 ~!~!~!~! 미미박스는 젤 좋은게 배송이 진짜 빠름 ㅜㅜ 급할때 믿고 사요 포니 짱 요즘 포니로 다 바꾸는중 ,, 감샵니다 ㅎㅡㅎ",2018-02-20,5.0,1, , 
90,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],테스트를 안해보고 사서 조금 걱정되지만그래도 좋다는 말이 많아서 기대합니다!!보송하게 마무리 된다는 게 참 좋네요ㅎㅎ스펀지도 잘 받았습니당~~~,2018-02-20,5.0,1, , 
91,523211,['[포니이펙트] 커버스테이 쿠션 파운데이션'],진짜....쿠션유목민인데....인생템찾은듯!!!이것저것수부지에좋다는쿠션다써봐도포니만한게없을정도..후기보고반신반의하면서구매했는데계속이것만쓰고있는중~지속력과끼임없는뽀송함정말이지대박템인듯ㅠ계속재구매할꺼예요!!!,2018-02-20,5.0,1, , 
