,item_name,user_name,created_date,age,skin_type,review_text,score
27,디스어포어 뷰티 밤,센스팁스킨,2016.01.05,26,민감성,"블랙쓰다가 이거 샘플 써봤는데
넘 좋아서 갈아탔어요 ㅋ ㅋ 평소에 프라이머를 안쓰는데 이건 마치 프라이머를 쓴것
처럼 피부가 뽀송뽀송해요~ 글구 블랙보다 회색빛이 안돌아서 안색이 다 환해보이는
것 같아요!",5
28,디스어포어 뷰티 밤,유재석,2016.01.05,20,건성,"이제품은 비비는 모두 얼굴이 회색되고 다크닝이 심하다는 선입견을 깨준제품. 비비
중에 최고인듯 싶다. 돈값하고 다크닝 없고 그렇다고 회색빛이 안되는건아니지만 발
랐을때 거의안됨 캬캬 비비라 어쩔수없는 특유의색은 감수해야할 부분이고 이
쓰기 아주좋음! 전혀 안떠요 닥터자르트 크림도 엄청 촉촉하고좋더니 이제품도 짱이
네요
.",5
29,디스어포어 뷰티 밤,남풍문,2016.01.03,31,건성,"써보다가 수정해서 다시 써요
전 티존빼고 이라서 기초 촉촉하게 하고 바르는데 색은 진짜 너무너무 자연스러
워요
다크닝은 전혀 없고 지속력도 나쁘지 않은데 시간이 지날수록 건조해서 주름에 낍니
다
이신 분들은 알거에요 뽀송하게 마무리되면 주름에 끼고 피부에 탄력없어 보이
는거
볼쪽은 괜찮은데 이마랑 눈가때문에 날이 따뜻해야 다시 쓸수있을것 같아요
,",4
30,디스어포어 뷰티 밤,베스킨 라벤스,2016.01.02,18,민감성,"트러블난내피부를완전히커버해주고 밝게해주는아이 프라이머 바르고 이걸바르면 각
질도잘안올라오고자연스럽게되서완전강추 단점은 가격이좀있다는점?
,
1-1",
31,디스어포어 뷰티 밤,웅ㅇ ,2015.12.31,26,민감성,"이거 왜 좋다는지 이해가 잘안가네요.. ㅎ ㅎ
모공어느정도 가려주고 붉은기 잡아주고 유분기 없애주는거 장점은 그게 다에요
수분부족형 지성이라 속건성은 잡아줘야하는데 그런거 없이 너무 매트해서 바르면
바른거같지않고 웃으면 주름에 다끼고 주름이 더 잘보여요그렇다고 커버력이 뛰어
난것도아니 에요
붉은기 가려주는거 그것뿐이에요 그건 다른 비비들도 마찬가지아닌 가요기초를 아
무리 오일리하게해도 이거 바르면 엄청 건조해져요.. 저한테는 정말 안맞는 제품이었
어요
얼굴환해지고싶고 기름기 터지는 사람만 이용하요",2
32,디스어포어 뷰티 밤,숨둥둥,2015.12.31,26,복합성,"저는 비비크림 중에서는 닥터자르트가 제일이라고 봐요 쫀쫀하고 매끈한 피부표현
가능하고 티존 무너지는거야 뭐 다 그렇듯이 프라이머랑 메이크업 베이스로 기초공
사 단단히 해줘야죠ㅠ
,
그리고 비비크림을 쓰시면서 파운데이션의 커버력을 원하시는 분들 있는데요 두가지
를 다 잡기란 무리가 있다고 봅니다
파운데이션이 커버력이 좋은 대신 실리콘 제형의 알러지를 일으키는 성분이 대부분
들어가 있어요
에스티로더나 브이디엘 아르마니 랑콤같은 유명한 제품들도 디메치콘이라던지 안 좋
은 성분 투성이랍니다 저도 브들쓰고 얼굴 다 뒤집어진 사람중 하나에요 무튼 피부에
닿았을 때 여드름이나 두드러기가 나면 당장 사용중단하요
울긋불긋한 트러블을 가려야하시는 분들은 컨실러와 함께 파데를 쓰시고, 톤보정 정
도만 하면되고 가릴게 별로 없다 싶은 분들은 비비크림 쓰시 면 돼요
1-1",5
33,디스어포어 뷰티 밤,다궁꾸,2015.12.31,26,건성,"#최고의 화장품
바르면 모찌모찌 피부엄청 좋아보임 근데 인 나에게는 좀 부담스러웠어요ㅠㅠ",
34,디스어포어 뷰티 밤,제이미김,2018-02-17,28,건성,"다크닝은 사바사인것 같음
이 제품 물건임 피부에 착 밀착되고 적당히 유분감이
올라오면 피부에서 알아서 어우러져서 예쁘게 정리됨
무너진다기보단 스며든다는 표현이 더 어울림
시간이 지나면 내 피부같지만 피부는 좋아보임",4
35,디스어포어 뷰티 밤,관둬,2015.12.30,29,복합성,"@별로.
평이 좋아서 기대하고 삿는데 백탁현상 많이있고 커버력도 생각보다 별로 모공커버
력도 별로 나 비비발랐어요 하는 느낌이네요. 전에 쓰던 시이도 비비가 훨씬 좋았
어요",
36,디스어포어 뷰티 밤,우베라,2015.12.30,32,건성,".
수분촉촉 비비크림이라고 크림 잘때 샘플로받있는데 정말 나한테는 짱 좋음 인데
커버력이 아주좋진 않지만 촉촉하고 잘 펴발라짐 그래서 이거 바르고 쿠션하면 화장
끝 v 촉촉해서좋음",5
37,디스어포어 뷰티 밤,Hayley51 3,2015.12.29,31,복합성,"촉촉은해요 막매트하게발리지않고 가볍게발리지만 엄청난커버력은없어요 비비잘안
쓰지만 평이좋아서 써보고싶어서 샀는데 엄청나쁘진않고 써볼만해요",
38,디스어포어 뷰티 밤,아터 제,2015.12.28,28,복합성,"215.12.
실버라벨보다는 이 제품이 좀 더 밝고 잿빛도 많이 빠진 것 같아요! 살짝 매트하게 마
무리되면서도 건조함이 적어서 좋아요!
#최고의화장품
,",4
39,디스어포어 뷰티 밤,김화연37,2015.12.28,22,복합성,",
한번바르면좋다는걸느끼는비비 이거바르고친구들이 피부좋다고 말햇어요!
도자기같다고도하고 ㅋ ㅋ ㅋ 무튼닥터자르트는인생템
너무너무좋아용
#최고의 화장품",5
40,디스어포어 뷰티 밤,대왕이,2015.12.28,22,복합성,"색이 회색빛 별로 안돌고 예쁨 촉촉하니 텍스쳐도 좋고 근데 나는 홍조 심해서 실버라
벨이 더 좋으니  드림.. #최고의화장품",4
41,디스어포어 뷰티 밤,핑 들,2015.12.28,25,복합성,"#최고의화장품
이거 테스트하자마자 집에 비비가 있음에도 불구하고 바로데려왔어요. 발림성 좋고
커버력도 어느정도 있어서 컨실러랑 병행해서 쓰면 좋은거같아요. 다크닝은 조금 있
는편이지만 수정 메이크업을 하는편이라 상관없었어요!! 한통 싹싹비울꺼같네요",4
42,디스어포어 뷰티 밤,crayon,2015.12.27,26,복합성,"zz, 
비비 안 쓰지만 테스트한 결과로는 매우 좋음
특히 마무리감… 어후… 내가 비비쓸 땐 왜 끈적이 반들이 개기름 뜨는 애들 밖에 없
었어요?? 비비쓰던 시절에 얘 만났음 안 끊고 계속 얘만 썼을 듯… 베리 굳
근데 정말 다크닝이 전혀 없나 ?",
43,디스어포어 뷰티 밤,한그리 ,2015.12.27,27,건성,"215.12.

두번쓰고 내손을 떠나간비비
뭔가 두텁고 텁텁하고 어두웠음
막상 바른걸 전체적으로 봤을때 그리 두껍지는않은데.
피부에 무지 두꺼운거같은느낌?
그리고 색이 너무안맞았음TT
#최고의화장품",2
44,디스어포어 뷰티 밤,예서비,2015.12.25,30,복합성,"모공에 너무 좋아요 TT보송보송한 마무리감
#최고의화장품",5
45,디스어포어 뷰티 밤,정원-,2018-02-17,18,중성,다크닝이 좀 심해요 근데 촉촉하고 안 떠서 만족,4
46,디스어포어 뷰티 밤,Ewha00,2015.12.25,37,건성,"#최고의화장품
글로우픽에서 리뷰보고 구매한 첫 제품
커버력이 과할까봐 걱정했으나 비비크림 치고는 자연스러움
텍스쳐도 만족스럽고
글로우픽의 리뷰와 리스트업을 신뢰할 수 있겠다는 생각을 하게 됨
색깔이 하나 밖에 없다고 알고 있는데 이점이 아쉬움",4
47,디스어포어 뷰티 밤,look4me,2015.12.24,35,민감성,"부드럽게 발리고 밀착력 좋고
뽀송뽀송 실키한 마무리, 커버력도 무난한데
Bu, 촉촉함이 없음. 건조함. 피부가 텁텁해보임
눈밑 주름부각 어쩔
여름에나 꺼내서 다시 써볼까
별로",
48,디스어포어 뷰티 밤,은돼지,2015.12.23,25,민감성,"발림성 진짜 좋음! 엄청 매끄럽게 발리고 잿빛 없이 화사함
대신 큰 트러블은 못가려줌ㅠㅠ
그래도 쭉 쓸것같다vvvv
,",
49,디스어포어 뷰티 밤,회숭,2015.12.23,22,건성,"'

, 
인데도 좋아요! 지속력도좋고다크닝도없어요 이에용ㅋ ㅋ ㅋ",5
50,디스어포어 뷰티 밤,자가빙,2015.12.22,18,지성,"쏘쏘
촉촉하고 발림성 좋은데 마무리감은 매트함..!
매트라고 해서 팩트칠한 그런 뽀송함이 아니라, 가벼운 로션 바른 상태인 쌩얼 피부같
비비를 발랐는데도, 바른 느낌이 안남 묻어나는 것도 전혀 없고,
심지어 피부 상태 안 좋아도 안 뜨고 깔끔하게 발림 ㅎ ㅎ
색도 만족스러움!
화사한 밝은 색임. 근데 신기 한게 확 화사해지면서 비비 바른 느낌이 나는 이쁜 색이
아니고, 적당히 화사해지면서 내 피부톤이랑 어우러지는 느낌!
다크닝 없고 지속력이 개젊
 피부임에도 불구하고 팩트 두번만 발라주면 수정할 필요 L L
놀러갈때도 팩트만 들고가면 됨
단점이 있다면 커버력
후기 봤을땐 앵간한 정도인줄 알았는데, 이 정도면 걍 아예 없다고 봐야됨
홍조나 트러블? 절대 안 가려짐 ㅋ ㅋ ㅋ ㅋ ㅋ
덧바르면 된다? L L 안 가려짐
피부 좋은 사람들은 쓰면 좋을 거 같다고 하는데, 여기서 말하는 피부 좋은 사람들은
메베나 미백크림 발라서 톤 보정만 하면 되는 사람임 ㅎ ㅎ
애들이 내가 이 비비 바르는거 보면서 하는 얘기가 뭐나면"" 야 정말 색도 그렇고 다 좋
은데 커버력이^^ "" 이거임ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ
이거 살거면 컨실러는 꼭 필요하다는거 알아두요.
비비는 솔직히 커버를 위해서 바르는건데.. 이건 뭐ㅜㅜㅠㅜㅜㅜ",
51,디스어포어 뷰티 밤,"ее
훔뀨",2015.12.22,22,건성,"215.12.남들이 다 좋다고해서 나한테도 좋은건아니더라…내가원래 건성인데 겨울에 수분부족한그…유분개기름 번들번들한 얼굴인데 이거찹찹바르고 찬바람맞았더니 개기름도는데 뭔가 건조해지는 느낌에 잿빛댐 ㅋ 회색끼는미샤보다 덜했지만 기대했던만큼은아니었음쐬신안녕, 나는 다시 내 인생템을찾으러 떠나야겠어",3
52,디스어포어 뷰티 밤,루시콩,,35,복합성,닥터 자르트 비 비 잘만드는듯,4
53,디스어포어 뷰티 밤,sol 017,2015.12.21,24,복합성,"뽀얗고 보송보송 얼굴을 예전보다 편하게 만질수 있음 ..ㅠㅠ 다만 커버력이 너무 떨
어짐
그리고 뭔가 이애만 쓰면 담날 얼굴이 붉어지거나 뭔가 올라옴 여러개",
54,디스어포어 뷰티 밤,하여미,2015.12.21,25,민감성,"저는 촉촉한비비를 좋아하지만 유분기가 너무 많으면 안되는데 이 비비는 유분기가
적당하게 괜찮았던 것 같아요^^ 색깔이 밝은지는 잘 모르겠구 저한텐 제 피부톤 정도
로 딱 맞았어요ㅎ ㅎ 무난하게 잘쓸 수 있는 비비 찾으려면 요걸로 겟하요!!
,
#최고의화장품",4
55,디스어포어 뷰티 밤,슈봉2,2015.12.21,29,건성,"e
악피부인데
별로…;
건조하고 각질이 더 부각됩니다",
56,디스어포어 뷰티 밤,godlov,2018-02-17,22,복합성,비비크림의 특유의 잿빛이 없습니다! 그래서 제가 피부상태가 않좋을때 즐겨 발랐어요! 민감한 피부인데 트러블 없었습니다. 무엇보다 모공커버력이 장난아닙니다. 이거 바르면 친구들이 뭐발랐냐고 물어보더라구요! 지속력이 좋은편이에요. 뽀송하기 때문인가? 매트한 피부표현 좋아하시면 좋아하실거에요!,5
57,디스어포어 뷰티 밤,마딜 디 아아아,2015.12.20,25,복합성,"음…글로우팩에서 1위 길래 써봤는데 난 개인적으로 쟈스민 물광비비가 더 커버력도
있고 갠찬은듯..뭐 개인차도 있으니까ㅎ ㅎ",
58,디스어포어 뷰티 밤,쪼리 짱,2015.12.19,28,복합성,"진짜 자연스러운 비비크림
닥자 비비크림들이 그간 상당히 극단적이였는데, 극단성 달리다가 이런 꿀예쁜이를
개발했나봄
진짜 자연스럽게 스킨톤으로 예쁜 비비☆☆☆
초크초크한 제품을 찾는다면 이건 비추
밀착력 좋고 지속력도 꽤 길고…
파데는 사실 꼼꼼하게 발라줘야 피부표현이 잘되다보니까 근처에 잠깐 외출하거나
도서관에 가거나 하는 상황에까지 바르기 참 뭔가 귀찮은데 이건그냥 처덕처덕 발라
주면 화장 한듯안한듯 짱좋음ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ! ! 비비로 맘에드는건 꽤 간만
하지만 건조한 계절엔 더 건조함☆
지성에게 강추! 중건성인 나는 겨울인 지금은 안씀…ㅋ..",
59,디스어포어 뷰티 밤,우쫑쫑쫑,2015.12.19,24,복합성,"발림성도좋고 지속력도좋고
포어제품인만큼 모공가려주는것도",5
60,디스어포어 뷰티 밤,דר E ,2015.12.19,24,건성,"@ ,
오 나는 나름 괜춘 한스킨보다 잿빛 안돌아서 더 쓸만 스킨케어 하게해줘서 건조
함은 별로 못느낌 근데 나는 원래 비비 하나만 바르는 사람이 아니라 ㅎ ..비비바르고
위에 파데 소량 찹찹해줘서 ㅎ 단독 으로 바르고 나가는 경우는 진짜 집앞 친구만날때
잠깐 두시간 잇다가 들어오는경우만발라봐서 장시간 지속은 모름ㅠ 근데 두시
간 정도일때도 음 괜찮앗음",5
61,디스어포어 뷰티 밤,모란이네,2015.12.19,31,민감성,"첨 나왔을때 잡지부록에 있는 샘플 쓰고 반해서 샀음
코에 모공 하나도 안끼고 커버력도 괜춘하고 건조하지도않고.
하지만 요샌 비비를 안발라서 화장대 한구석에 쓸쓸이서있음",4
62,디스어포어 뷰티 밤,잘살고있다,2015.12.18,24,건성,"솔직히 사놓고 좀 후회하던 제품이었음
내기준 색상이 별로 이쁜 것도 아니라 손도 잘 안 가고
내가 모공이 드라마틱하지 않아서 그런가 모공 커버도 드라마틱하지 모르겠고
비비가그렇듯 비비 특유의 잿빛이 아주 없진 않았고 좀 뻑뻑하게 발린다는 느낌이 들
어 한동안 구석에만 있었음
커버를 크게 염두에 두지도 않는데 파운데이션이나 천연 비비를 두고 얘를 굳이 찾아
써야하는 이유가 없었음
근데 스킨푸드 웨지퍼프를 만나고 이 아이의 인생은 달라지기 시작합니다
스킨푸드 퍼프와 함께 쓰니 쫀쫀하게 밀착되어 피부 컴플렉스가 커버되고
얇으면서 커버력 있게 그치만 잿빛이 별로 부각되지 않게
너무 허옇게 둥둥 뜨지도 않게 좍 붙음
그후로 자주 꺼내쓰고 있음
이게 스킨푸드 퍼프 리뷰인지 비비 리뷰인지 모르겠으나
나는 그렇게 이 비비에 심폐소생을 할 수가 있었음
크으 드라마틱",4
63,디스어포어 뷰티 밤,시계는 와치 ,2015.12.17,24,중성,"원래 23호 쓰고 보통 23호쓰더 라도 어떤 비비는 나에게 하얗게느껴질 정도로 깜장입
니다- 닥터자르트 디스어포어 비비 추천 많았지만 호수가 하나라 걱정하다가그냥
질렀어요! 하지만 사용한지 7일정도 뒀는데 양조절잘하니까 많이 하얘지지도 않고
용량도 꽤 많고.그냥 매일 무난하게 바를 수 있는거같아요!!",5
64,디스어포어 뷰티 밤,jins,2015.12.17,18,민감성,친구꺼빌려서 한번써밧는데 음좀건조한느낌??,3
65,디스어포어 뷰티 밤,53최정민,2015.12.16,25,복합성,"닥터자르트 비비 좋은건 익히 들어 알고있었지만 진짜 써보니까 왜 입소문 난지 알게
해준 제품
회색빛도 안 돌고 발림성도 좋음 다크닝도 거의없는편
#최고의화장품",4
66,디스어포어 뷰티 밤,로라미,2015.12.16,28,민감성,".
한때 겁나씻었드랫지
그래 이십대중반전 얘기",5
67,디스어포어 뷰티 밤,체리앵듀,2018-02-17,23,복합성,회색빛안돌고 커버 잘되서좋음,3
68,디스어포어 뷰티 밤,별소예,2015.12.16,23,복합성,"#최고의화장품
샘플로 받아서 처음 써봤는데 와 밀착 죽음 다크닝 약간 있지만 지속력도 좋고 커
버력도 좋고 이로 말할데가 없음! ! !",5
69,디스어포어 뷰티 밤,이야엉아,2015.12.16,24,복합성,"커버력 괜찮긴한데 제 얼굴에는 바르고 나면 나중에 회색빛이ㅠㅠ 비비라서 어쩔수
없는건가요ㅠ 지성이라 건조하고 그런건 못느꼈어요!
#최고의 화장품",3
70,디스어포어 뷰티 밤,리얼연,2015.12.16,23,지성,"#최고의화장품
성분만 아니면 진짜 커버력이며 모공커버며 최고임 성분 안좋은게 아쉬워요 하지만
피부가 크게 예민한편 아니면 추천합니다 모공커버력은 제가 써봤던 베이스제품중
최고같아요!! 이름이 왜 닥터자르트니ㅠㅠ성분이 좋을것만 같잖아",3
71,디스어포어 뷰티 밤,"T].
꽁기77",2015.12.15,27,복합성,"모공가려주는건 탁월한데
왜난쓰니까 답답하지 기초화장제대루안하면
조금뜰수도 있슴 얼굴이 화사해보임",
72,디스어포어 뷰티 밤,진박이,2015.12.14,24,민감성,"비비를 하나 사려고하던 찰나 글로우픽과 친구의 추천으로 이 것을 샀는데 좋음사
실 피부화장의 중요성을 여드름 나기전엔 잘 몰랐지만 이젠 절실해서 좋은 것만 쓰고
싶은데 이거 좋음 !
#최고의화장품",4
73,디스어포어 뷰티 밤,손유진0,2015.12.14,22,지성,"모공이 심하게 넓은 사람이 아니라면 프라이머 쓰지 않아도 모공을 잘 커버해줌
비비치고 잿빛 많이 안돌아서 죠음
모공은 잘 커버하지만 나머지 잡티는 쏘쏘
건성한텐 추천 안함 TTTT ㅋ ㅋ ㅋ ㅋ 끼임 좀 있는편",
74,디스어포어 뷰티 밤,낙타속눈썹 ,2015.12.14,25,복합성,"새로 바꿨는데 좋아요 근데 한 색상 밖에 안나와서 저는 다른 거랑 섞어써요 저는 23
혼데 저거는 엄청 밝아요!! 모공을 완벽하게 커버해주진 않지만 지속략 좋아요
,",4
75,디스어포어 뷰티 밤,fbdnldus,2015.12.12,29,복합성,21년에썼던비비인데 찾지못햇어용 이렇게변신햇다니,
76,디스어포어 뷰티 밤,uraa,2015.12.09,26,복합성,"#최고의 화장품
정말 닥터자르트 비비는 짱입이다 ㅎ ㅎ ㅎ 커버력 지속력 가벼움 내얼굴피부톤에 맞
게화장되는거 진짜 다좋은거같아요 ! ! !",5
77,디스어포어 뷰티 밤,김명진,2015.12.08,24,민감성,다크닝있능거같은딩 무난무난,3
