,review,score
72,비비크림이 다떨어져서 최저가 검색해서롯데에서 사게됬는데 배송도 빨랐고상품도 잘 포장되서 와서 잘 받았습니다.감사합니다~ ,5
73,색감이 약간 어두운듯하지만 ..좋아요..잘사용할께요.. ,5
74,잘받았습니다 감사해요 ,5
75,옛날에 쓰던거라 괜찮아요~ ,5
76,가격대비 괜찮은 제품입니다. ,4
77,아직 많이 써보진 않았지만 가볍게 발리고 좋은 것 같아요. ,5
78,올리브영에 다 품절이라 마침 롯데아이몰에서 저렴하게 구매했네요.. ,5
79,항상사용하던거라 믿고 구매했어요^^ ,5
80,몇통째 계속 사용하고 있어요 ,5
81,잘받았습니다~ 감사합니당 ,5
82,배송빠르고품질도 좋아요 ,5
83,두번째 구입합니다.매트하고 커버가 잘되서 좋습니다. ,5
84,잘쓰고 잇습니다 감사합니다 ,5
85,샘플도없네요 쓰던거라 계속써요 ,5
86,배송빨라요 싸게샀어요 ,5
87,늘 쓰던 제품으로 커버력 너무 좋아요 ,5
88,잘받앗어요.저렴하게잘산것같아요 ,5
89,드디어 도착했네요! 너무 맘에 들어요 샘플도 감사하구요 잘 쓸게요! ,5
90,드디어 도착했네요! 너무 맘에 들어요 샘플도 감사하구요 잘 쓸게요! ,5
91,배송바르고조아여 사진이랑다르게 샘플 3종세트만 ㅡㅡ ,5
92,쓰던거라 계속쓰게되네요 ,5
93,좋아요 다음에 도 살거예요! ,5
94,배송도 빠르고 사은품도 주고 너무 좋아요 굿굿 ,5
95,우리딸이 이것만 쓰네요 좋아요 ,5
96,좋아요잘쓸게요  사은품  좋아요 ,5
97,좋아요 사은품도오고원래쓰던거라 주문했습니다 ,5
98,행사할때 잘산것같아요.늘 쓰던제품입니다. ,5
99,좋네요 잘 받았습니다 감사합니다 ,5
100,shsjdjdjdjdjjdd ,5
101,배송도 빠르고 사은품도 감사해요.. ,5
102,괜찮은듯합니다 잘쓰겠습니다 ,5
103,좋아요좋아요좋아요좋아요 ,5
104,엄마 피부가 요즘 예민해 지셔서 사드렷는데 만족 하시면 좋겠어요 ,5
105,늘 사용하던거예요~ 좋아요~~ ,5
106,괜찮습니다 배송도빠르고요 ,5
107,좋은 가격에 잘 샀습니다 상품은 항상 쓰던거라좋습ㄴ디ㅏ ,5
108,꾸준히 쓰고잇는 비비에요 커버력도 좋고 밀착도 잘되고 특히 성분걱정없어서 안심되고 넘 좋아요 ㅎㅎ비비랑 아이브로우랑 다른것들도 챙겨주셔서 감사해요~ ,5
109,배송도빠르고 상품도 좋아요 ,5
110,배송도 빠르고 만족합니다 ,5
111,좋아요 굿굿좋아요굿굿 ,5
112,사은품도 마음에 들고 너무 싸게잘 샀어요!! ,5
113,넘나싸게잘샀구용ㅋㅋㅋ배송도 빨랐구용역시 닥터자르트입니당^^* ,5
114,잘 받았습니다. 감사합니다. ,5
115,구성이 좋아서 구매했는데 사은품이 더 왔네요만족합니다.배송도 빠르고..원래 쓰던 제품이예요..비비크림 좋은거 같아요 ,5
116,같은 브랜드 제품인 선데이 샤이닝 베이스 제품을 먼저 바른 후 비비를 퍼프로 두들겨가며 밀착시킨 후 마무리로 파우더를 톡톡해주고 나면 하루종일 다크닝이나 갈라짐없이 피부가 무겁지도 않으며 참 맘에 드는 피부가 되더라고요! 이번 배송받고 갖가지 사은품에 다른곳보다 저렴한 가격에 구매하게되어서 참 좋아요! ,5
117,배송은 좀 느린편이였구요~가격은  포인트 써서 저렴히 잘 구매했네요샘플도 많이 챙겨 주셔서 감사해요^^실버라벨만 몇년째 쓰는 중이에요^^ 굿 ,5
118,"닥터자르트 비비만큼 잘맞는 제품을 못찾겠네용 !!가격도 착하고, 사은품도 괜찮고 다음에 또 구매할게요~~! ",5
119,정말좋아요가격도 저렴하구 사은품도 많이 챙겨주셔서 기분좋았답니다~감사드려요? ,5
120,소문믿고 구입해요사은품도 주시고 써보고 좋음 재구매할께요 ,5
121,잘받았습니다 감사합니다 ,5
122,넘 좋아요 추천하고 싶어요~~~ ,5
123,비비크림은 몇년째이것만 써요커버력이 좋고 유지력도 좋앙ㄹㄷ ,5
124,잘지워지지않고색상이밝아요 ,5
125,항상 쓰는 제품이라 좋아요 ,5
126,배송 빠르고 좋습니다 싸게구매했어요 ,5
127,늘 사용하는 닥터자르트 실버라벨인데 가격도 저렴하고 배송도 빠르고 좋아요~ ,5
128,잘받앗어요ㅎㅎ다쓰면또구매할게오 ,5
129,잘 받았습니다 감사합니다 ,5
130,아주좋아용~~배송도 빠르고 싼 가격에 샀어요 ,5
131,좋아요배송도 빠르네요~ ,5
132,항상 쓰는거라 만족하네요~ ,5
133,저렴한 가격 구성이 좋네요~ ,5
134,커버력좋고 한데 화사하진 않아요 ,5
135,늘 사용하던 제품이라 믿고 구매했어용~^^ ,5
136,늘 쓰던거에요^^좋아요~커버도 잘되고~잿빛나는거만 좀더 개선되면 완벽할것 같아요 ,5
137,배송도빠르고 문제없이잘왓어요~~ ,5
138,싸게잘샀어요 늘쓰던상품이에오 ,5
139,대체로 만족합니다. 가격은 ㅠㅠ~ ,4
140,착한가격 빠른배송 감사합니다. ,5
141,블랙라벨에 비해 커버력은 좋으나 발림성이 뻑뻑하네요~~~ ,5
142,좋은가격에 잘구입했어용 ,5
143,좋아요! 배송도 빨랐어요! ,5
144,8년째 실버라벨만 사용하고있는데 역시나 제피부에 딱입니다^^ ,5
145,커버력 써보고좋아이모엄마선물햇어요 ,5
146,커버력 너무좋아 이모엄마선물햇어요 ,5
147,조아요 잘 쓸께요 만족합니다 ,5
148,딸 유학가는데 두개챙겨줬어요 ,5
149,색상도 예쁘고 너무 잘먹어요 ,5
150,매번 쓰는거라 시켰어요~좋아요! ,5
151,커버력 넘 좋아요땀에도 쉽게지워지지않아더 좋으네요~ ,5
152,좋습니다 좋아요 좋다네요 ,5
153,매트해서 유분기를 잡아주누 느낌원하던 비비네요 ,5
154,늘쓰던제품 할인받아 싸게샀어요 만족합니다 ,5
155,항상 쓰고  있음돠 커버력이  짱조아여. ,5
156,좋아요~늘구매하는제품입니당 ,5
157,좋아요 좋아요  좋아요 좋아요 좋아요 ,5
158,맘에들어요~싸게잘샀어요 ,5
159,항상 쓰는건데 여기가 제일 싸네요 이번에는ㅋㅋ 거기다가 생각지도못한 아이브로우도 사은품으로 왓는데 아이브로우가 완전 물건이예요!! 제 동료들은 아이브로우 써보고서 아이브로우만 따로 주문했어요 감사합니다~~ ,5
160,좋아요 좋아요 좋아요 좋아요 ,5
161,좋아요ㅎㅋㅌㄹㄱ미슩ㅅ ,5
162,늘 쓰던 닥터자르트 실버라벨~ 이번에 추가 구성품도 있고 배송도 빠르고 좋네요~~ ,5
163,늘 쓰던 제품이라 재구매합니다~배송도 빠르고 잘 받았습니다~ ,5
164,늘 쓰던 상품입니다 비비는 이 제품이 좋운것 같아여 ,5
165,배송도 빠르고 가격도 저렴하게 구입했습니다 ,5
166,싼가격에  잘 구입했어요 ,5
167,평소에쓰고있는건데좋습니다 ,5
168,잘받았습니다 감사합니다 ,5
169,커버는 잘 되는듯 그런데 바를때 좀 뻑뻑한 느낌있어요. 번들거리는거 싫어서 구매합니다 ,5
170,처음써보는데 하나 있으면 좋을 것 같아요.. ,5
171,닥터자르트 비비 사용후 좋아서 고민할필요 없이 또 닥터자르트♥ 이번 꺼 처음 사용하는데 좋겠지요?^^ 따로 챙겨주신 쌤플이랑 아이브로우 잘 쓸께요.많이 파세요^^ ,5
172,늘 쓰던 제품~너무 좋아요 ,5
173,항상 쓰는 제품이라서 좋아요.아직 개봉전이라서 상태는??? ,5
174,배송은 맘에 듭니다...제품은 아직 써보지 않아서... ,5
175,항상쓰던거라 싸게 잘삿어요~ ,5
176,생각했던것보다 훨씬 좋은 커버력도 완전 좋음 ,5
177,다른 bb크림 보다 좋네요 ,5
178,잘 받았어요. 헝상 애용햐요. 좋아요. ,5
179,매번쓰는 상품 발림성 지속력 좋아여 ,5
180,오프라인보다 저렴하게 잘 구매하였습니다^^ ,5
181,배송도 빠르고 실버라벨은 몇년째 사용하고있어요!!! 커버력짱이에요 ,5
182,늘 쓰던거라 또 다시 샀네요~ ,5
183,매트하지만 좋은거 같네요 ,5
184,커버력이 좋아요 하나만 발라도 괜찮네요 ,5
185,실버라벨 발림이 좋아요 ,5
186,잘 쓰고있습니다~ 커버력 좋아요. ,5
187,커버잘되고 괜찮네요오 ,5
188,5년째 꾸준히 사용중입니다. ,5
189,이전에도 사용했는데 부담없이 쓰기 좋아서 재구매했어요 ,5
190,매번 쓰던거라 ^^발림.. 커버력 좋아요~전 BB만 바르고 화장 끝이라 커버력이 좀 있는 닥터자르트가 좋아요 잘쓸께요~~ ,5
191,친구들에 입소문 도자기피부 ,5
192,매번 쓰는 제품이라  구매합니다 ,5
193,번들거리지 않아서 좋아요 ,5
194,재구매했어요.  사은품 감사합니다. ,5
195,같이 온 샘플도 괜찮네요~~ ,4
196,저렴하게 잘구입했어요. 좋아요 ,5
197,닥터자르트 비비 좋아요 ㅎ ,5
198,땀에도  잘 안지워지고 좋으네요 ,5
199,좋아요 좋아요 좋아요 잘 ,5
200,너무 좋아요~^^ 다음에도 구매하겠습니다 ,5
201,몇년째 계속 사용해오던 제품입니다. ,5
202,어머니께서 좋아하시고 잘 쓰고 계세요~~ ,5
203,커버력도 좋고 밀착력도 좋네요 ,5
204,★업그레이드★ 실버라벨 비비크림 50ml_강력한 커버 BB(미백/자외선차단 기능성)옵션 노출 유무품질 별점 1 별점 2 별점 3 별점 4 별점 5 ,5
205,번들거리지않고 커버력좋아요~~~ ,5
206,오우 생각 보기 훨씬 좋아요매우 매우 만족해요더 비싼 제품 쓰고있는데 요게 더 나아요 ,5
207,좋습니다 배송도 빠릅니다 ,5
208,재구매^^ㄱㅖ속 사용할꺼에요~ ,5
209,비비 바꿀때가 되어 찾던 중유명한 제품이라하여 구매해보려고이곳저곳 가격비교하는데롯데가 제일 저렴하더라구요ㅋㅋ약간 뻑뻑하긴 하지만커버력이 엄청 좋으네요!사은품도 맘에 들고 제품도 추천합니다^^ ,5
210,좋네요잘받앗어요감사해요 ,5
211,3년째 쓰고 있는데 저렴하게 구입했네요 ,5
212,기존 가격보다 저렴하게 사서 좋네오ㅛ ,5
213,실버라벨 비비크림 50ml_강력한커버라 너무 좋습니다 감사합니다 ,5
214,좋아요 좋아 ~ 좋아요 좋아 ~~ ,5
215,항상 쓰던제품 저렴하게 구매하게 구매했넹?. ,5
216,색깔이 어둡다고 생각했는데 지속력이 우수하네요만족합니다~ ,5
217,배송도 빠르고 괜찮네여 ,5
218,늘 쓰던제품이라 이벤트때 저렴하게 구매하였습니다. 빠른배송 감사합니다~ ,5
219,아직 사용전입니다. 피부치료를 받아서 사용하려구 구매했어요. ,5
220,커버력이 넘 좋고 빠른 배송이 좋습니다 ,5
221,좋아요 좋은거같아서 사용해요 ,5
222,자기 피부톤으로 변해요..쫌어두은가했는데 발림성ㅇ도 좋아요 ,5
223,두가지 함께 사용하려고 샀어요! 커버력은 있지만 건조한 저에겐 매트해요 ,5
224,가성비 좋아요 좋아요 좋아요 ,5
225,선물용으로 구매했어요좋겠죠~~ ,5
226,선물용으로 구매했어요좋겠죠~~ ,5
227,쓰던 제품이라 구매했습니다. 배송이 빠릅니다. ,5
228,적절합니다적절합니다 ,5
229,배송도 빠르고 제품도 우수하고 좋습니다~ ,5
230,사용감 좋고 커버력도 괜찮아요 ,3
231,선물하려고 구입했어요 친구가 맘에들어합니다! 감사합니다~~ ,4
232,대박 좋아요.커버력 짱.닥터자르트 맘에 들어요. ,5
233,상품이 마음에 드네요.잘 사용할게요 ,5
234,저렴하게 삿네요 울딸이 좋타하네요 ,5
235,배송 빠르고 가격도 다른곳 비해 저렴하게 구매했어요. 샘플도 같이 넣어주시고. 제조일자도 올해 1월이네요. 아직 사용전이긴한데 제피부에 잘맞았으면 좋겠어요~많이 파세요 ,5
236,잘받았습니다잘받았습니다 ,5
237,늘 쓰던상품 온라인으로 할인받고 구매 ,5
238,늘사용하는제품~요즘나오는쿠션필요없어요~전이거하나면 됩니다..ㅎㅎ ,5
239,잘쓰고있어요 좋습니다 ,5
240,실버라벨 비비크림 최고 좋아요 ,5
241,넘나 좋아요 매트해서 더 좋아요 ,5
242,늘 쓰던제품 커버력 넘 좋아여 ,5
243,항상 사용하던 비비에요 ,5
244,배송도 빠르고 디자인도 깔끔하고 좋습니다. ,5
245,그럭저럭 보통이고쓸만합니다.건성이 아닌데도 조금 건조할 때도 있습니다.배송이 아주 빨랐어요. ,4
246,커버력도 있고 괜찮아요... ,5
247,바뀐 제품. 늘 쓰던 제품이라 믿고 샀습니다 ,4
248,엄마선물 드렸어요~ 강력커버 기대되요 ,5
249,커버 잘되고 괜찮습니다. ,5
250,두번째 구매입니다 커버력 좋아요 ,5
251,원래 쓰던 제품이라 만족합니다^^ ,5
252,디자인도 괜찮고 저자극이라고 하니깐 피부에 부담은 없을것같습니다 ,5
253,항상쓰는거라 역시좋아요 ,5
254,실버라벨 비비크림 50ml 너무 좋습니다 ,5
255,항상 구매하는거에요케이스가 바꼇네요~ ,5
256,아직 써보지는 않았어요 ,5
257,좋네요 포장도 깔끔하고 ,5
258,넘기대하고삿나봐요기대보단별로지만나쁘지않아요 ,5
259,배송 빠르고 좋아요. 샘플도 감사감사 ,5
260,좋아욕 ㅏㅁ사하반디ㅏ. ,5
261,늘 쓰던 제품으로 아주 좋습니다. ,5
262,늘 쓰던건데 저렴하게 잘 샀어요 ,5
263,제품조아요 다른분이사용하는거보고 괸찬아서구매했어요지성복합성인피부적합 ,5
264,효잘받았어요 잘쓸게요 ,5
265,배송도 빠르고 상품도 생각대로 좋아요 :) ,5
266,할인 받아서 저렴하게 잘 샀어요. ,5
267,빠른 배송감사합니다. 잘쓸께요 ,5
268,실버라벨 비비크림  너무 좋습니다 감사합니다 ,5
269,어두운편이나 커버력좋아요 ,5
270,좋아요 발림성 좋네요 굿 굿 굿 ,5
271,배송도 빠르고 비비도 좋아요. ,5
272,조금 사용해도 진하네요. ,5
273,goodgoodgoodgoodgood ,5
274,좋습니다. 대체로 만족합니다. ,5
275,좋다해서 구입했습니다양 많네요 ,5
276,늘 쓰던 BB크림이에요~커버력 지속력 다 좋아요~ ,5
277,아주좋아요아주좋아요 ,5
278,배송도 빠르고 꼼꼼헌 포장도 좋아요 ,5
279,이틀째 쓰는데 품질 완전 맘에 듭니다. ,5
280,처음 사용해보는데 효과가 좋았으면 하네여 ,5
281,비비라고 하기엔 커버도 잘대구 부드럽구 그러네요아주 만족해요. 겨울에 쓰기엔 좀 건조하긴 하지만요..여름에 사용하기 아주 좋겠어요~ ,5
282,잘받았습니다 감사합니다 ,5
283,실버라벨 비비크림  짱입니다 감사합니다 ,5
284,매우 좋습니다 감사합니다 ㅋ ,5
285,잘삿어요! 배송도 빠름 굿굿 ,5
286,커버력 좋네요..기존 쓰던 제품인데 더 보완되서 나온듯. ,5
287,리뉴얼됐다길래 구매했어요맘에들어요 ,5
288,"비비색이 좀 어두워서 걱정했는데, 바르면 보기와 다르게 어둡지 않아요. 그런데, 유지력은 좀 떨어지는 것 같아요... ",4
289,빠른배송으로 잘받았습니다~~ ,5
290,좋아요 굿굿 좋아요 좋아요 ,5
291,늘쓰던제품^^믿고샀습니다 ,5
292,실버라벨 최고입니다 너무 좋아요 ㅋ ,5
293,너무너무 착한가격에구입해서 좋아요~^^ ,5
294,잘받았습니다. 피부에 맞는 제품인것 같네요. ,5
295,잘받았습니다 배송도 빠르고 좋습니다 감사합니다 ,5
296,이것만 쓰게되요~좋아요 ^^ ,5
297,처음 써보는데 좋아요~또 구매하고싶어질듯해요~ ,5
298,잘받았고 잘쓰겠습니다 ,5
299,고민하다 주문했는데 좋아요 ,5
300,맘에들어요맘에들어요 ,5
301,늘쓰고있는 제품이라 만족합니다. ,5
302,정말 좋아요. 늘 이것만 써요. ,5
303,늘쓰던제품이라 좋습니다 ,5
304,만족합니다.만족합니다만족합니다만족합니다 ,5
305,원래 쓰던거라 샀어요 좋네용! ,5
306,만족합니다. 잘쓰고 있어요 ,3
307,"휴대용도 챙겨주고, 빠른배송 감사합니다. ",5
308,아주 아주 종아요.마음에  들어요 ,5
309,커버력은조금아쉬우나발림성지속력도좋고만족합니다 ,5
310,배송 굿입니다. 빨리왓어요~ ,5
311,[닥터자르트(DR. JART+)]★업그레이드★ 실버라벨 비비크림 50ml_강력한 커버 BB(미백/자외선차단 기능성) ,5
312,닥터자르트 실버라벨 비비크림 ,5
313,[닥터자르트(DR. JART+)]★업그레이드★ 실버라벨 비비크림 50ml_강력한 커버 BB(미백/자외선차단 기능성)옵션 노출 유무 ,5
314,넘 좋아요 가격도 착하고 ,5
315,사이즈도  좋구  색상도  좋습니다 ,5
316,상품평이 좋아 주문해봤어요~~ ,5
317,발림성과 커버력 좋아여 ,5
318,커버도 되면서 촉촉합니다.이 환절기에 추천합니다. ,4
319,늘쓰던제품인데 좋아요 ,5
320,좋을거 같아서 구입 했어요 ,5
321,항상 써오던 비비크림을 저렴하게 잘 샀어요 ㅎㅎ배송도 매우 빨라 만족하고요 저렴하게 잘 사 또 구매하고 싶네요 ,5
322,잘받았읍니다.쓰던제품이라 다시재구매 했어여. ,5
323,늘 사용하던 제품 빠른 배송 감사합니다. ,5
324,배송은 보통 2~3일 걸린거같아요박스에깔끔하게보내주셨는데 새상품맞는거같긴한데꺼내보니 실버라벨답게 은색기스가ㅋㅋ처음에 새제품맞나싶다가 은박지붙어있어서 별생각없이쓰려구요닥터자르트건 비비가 물이잘나와서 걱정좀했는데다행스럽게도 시험사용은 깔끔하게나왔습니다리뉴얼전걸로사보고 맘에들어서 기대감으로 구매해봤는데가격도 저렴하게 구매한거같아서 좋고 잘맞기를바라고있습니다^^ ,4
325,항상 사용하던거라서요좋아요 ,5
326,저렴하게 잘 구입했습니다. 발림성도 지속성도 역시 닥터자르트!! ,5
327,몇년째 쓰던거라 또 구매합니다. ,3
328,지성ㅇ 피부에 쓰는지라 잘발리고 켜버력우수합니다 ,5
329,잘발리기는 한데 색이 어두워요. 색도 선택할수 있음 좋겠네요 ,5
330,맘에들어요 맘에들어요 ,5
331,아직 안써봤는데 좋을것같아여...ㅋㅋ ,5
332,상품평 믿고 구매 저렴하게 잘구입 ,5
333,강력한 커버는 절대 아닌듯해요그냥 네츄럴한 분위기의 컬러가 맘에 듭니다너무 강하지도 연하지도 않은 딱 적당한  컬러와 촉감 ,5
334,쓰기전 후기보구사봅니당 ,5
335,아직사용전이지만. .미용쪽일하는지인의강추라 좋을것같아요 ,5
336,goodgoodgood ,5
337,잘 받았습니다. 감사합니다. ,5
338,처음 사용인데 색상톤도 좋고 커버력도 좋은거 같습니다. ,5
339,늘 사용하던 제품이라 재구매 합니다. ,5
340,정말 마음에 들어요 화장 안해도 되요 ,5
341,배송 잘 되어왔네요 샘플도 넣어주고 ,5
342,피부가 예민해서 아무거나 못쓰는데 이 제품은 좋아요. ,5
343,아직 사용은 안해봤는데 괜찮을거 같아요 ,5
344,색도 좋고 잘발리네요~~좋아요 ,5
345,좋아서 두개 구매 했아요 한개 선물 ,5
346,괜찮네요~~^^조금 어두운것 같기는 한데 그래도 나름 괜찮아요~~ ,5
347,배송도 빠르고 좋아요 좋아요 ,5
348,커버력이 좋은것같아요 ,5
349,항상 사용하던 그제품이에요 ,5
350,비비가 조금만 써도 효과가 큽니다커버용으로 좋아요 ,5
351,트러블이없이잘사용하고있읍니다 ,5
352,지인 추천으로 쓰게되었는데 정말 만족합니다 ,5
353,계속 사용 하고 있는 제품 입니다 매우 좋아요 ,5
354,"도착하자마자 써봣는데 뜨지않고 좋습니다, 감사합니다 ",5
355,전부터 쓰고 있는데 넘 좋아요 저렴하게 잘샀네요 ,5
356,가격대비 만족합니다. 커버력이 좋아서 항상 사용하는 제품이예요. ,4
357,배송 빠르네요. 상품도 잘 받았습니다^^ ,5
358,잘받았어요피부에 맞길.. ,5
359,매번 사용하는 건데 역시 좋아요 . 커버력도 좋고요^^ ,5
360,커버력 좋고 배송도 빠름 ,5
361,나쁘지 않아요! 항상 쓰는 제품 ,4
362,비비중에최고입니다커버색다굿 ,5
363,겁나빠른 배송 감사합니당 ,5
364,커버잘되고 색상도 21호쓰는 저한테 잘 맞고 좋아요 ,5
365,배송도 빠르고 상품도 만족스럽습니다~많이 파세요~ ,5
366,아주 잘쓰고있어요 좋아요^^ ,5
367,역시 닥터자르트입니다!!! ,5
368,전에 쓰던 제품 다시 사용해 볼려구요. ,5
369,goodgoodgoodgoodgoodgood ,5
370,조아요 조아요 조아요조아요 ,5
371,나쁘지않아요 그럭저닉 커버력은 그닥 ,5
372,배송도 빠르고 상품도 이상없이 잘 왔네요.생각지도 못한 사은품이 들어있어 놀랐네요. 방수팩 필요했었는데 잘쓸게요. ,5
373,역시 좋아요 ~ 닥터자르트 ,5
374,좋아요 조아요 좋아요오 ,5
375,배송빨랐어요.. 계속 쓰는거라 좋아요~~적당히 커버력이 있어서 이 제품만 쓰게 되네요.. ,5
376,배송빠르구상품넛ㅇ좋아요 ,5
377,좋아용~~~소개로 구먀했는데 느낌 좋어요 ,5
378,좋아요 ㅎㅎ 잘받았습니다~~ ,5
379,조아용 ㅋㅋ샘플까지감사해요 ,5
380,주말이 껴서 오래 기다렸는데 ㅠㅠ 오늘 잘받았어요! ,5
381,조아요 샘플마나용 ㅎㅎㅎ ,5
382,항상 쓰던거 저렴하게 샀어요 ,5
383,항상구입하는 제품입니다 ,5
384,잘 받았습니다~~좀 밝은감이있어요 ,5
385,처음 사용해봅니다 컬러는 제가 생각했던것 보다는 어두웠으나 직접 얼굴에 펴서 사용해보니 아주 내츄럴하면서 자연스럽습니다아주 맘에들어요 ,5
386,상품수령확인잘 받았습니다 ,5
387,좋습니다 감사합니다ㅋㅋ ,5
388,늘 쓰던거에요~ 자연스럽고 좋아요~ ,5
389,사용하던거라 재구매합니다. 정말 좋은 상품입니다. 사은품도 감사합니다. ,5
390,잘받았습니다 좋을거 같아 샀어요 ,5
391,늘사용하는거라 믿고 구매합니다. ,5
392,딸이 번들거리지않는다고해요.커버력도 좋고  오랫동안지속된다고 ,5
393,실버만늘사용하는데 용기화이트로바뀌어서아쉽네요~난블랙이좋던데ㅎ ,5
394,두번째 쓰는데 배송도 빠르고 좋아요~~ ,5
395,늘 쓰던거라 재구매 합니다. ,5
396,사음품감사합니다잘쓸게요 ,5
397,배송빠르네요.사은품잘쓸게요 ,5
398,good good good ,5
399,늘 쓰던거라 ㅎㅎ 검은색에서 흰색케이스로 변경됫군여 ,5
400,배송도 빠르고 상품도 좋네요^^ 사은품으로 받은 팩이랑 펜슬 정말 좋아요!! 저렴하게 잘 구입했습니다. 감사합니다. ,5
401,ㅎㅎ번들거림이약간있는듯하지만 괜찮아요 ,5
402,사은품도 오고 너무 좋습니다 ,5
403,완전 커버는 아니지만 그래도 유일하게 제 피부랑 잘 맞아서 꾸준히 사용중입니다~! ,5
