,review,score
51,월요일 오전에 입금하고 화요일 오전에 상품을 받았어요~ 빠른배송 감사합니다^^닥터자르트 비비를 쓰고 난 뒤부터는.. 다른 비비는 못쓰겠더라구요..제가 주근깨가 굉장히 많은 편이라.. 왠만한 비비로 커버하기 힘들었거든요.닥터자르트 비비는 발림성도 좋고 커버가 최고에요!게다가 이렇게 많은 사은품까지.. 너무너무 감사합니다^^ 잘쓸께요~~!,5
52,음..샘플이요것저것많이왓네여 저큰거는 워터드롭?작은건미니비비에요뭐..써보고산거라서 밝아서좋아요 대신조금......뻑뻑하달까..우체국택배라서주말인데도배송와서완 전 행복햇어요 ㅎㅎ,5
53,괜찮은 자외선 차단제 찾다가 상품평 많아 구매했는데요...다량의 샘플이 파우치에 넣어서 왔네요...정품보다 샘플의 양이 더 많아 보이는듯...ㅋㅋㅋ,5
54,"이건 본품 비비크림이예요이건 같이 온 샘플이예요,,엄청 많아요,,",5
55,"상품평이 좋아서 샀는데, 발라보니 아주 좋아요^^립글로즈 대시 소형 실버비비가 왔는데 더 좋네요^^",5
56,사은품그냥절어주네요여ㅋㅋㅋ고민한보람이있어요10일날오후에주문했는데토요일아침에왔어요WoW~!!칼배송ㅋㅋㅋㅋㅋ원래오렌지색뭐시기가오기로되있었는데없었나봐요다른게대신왔어요그 래 서 더 좋 아 용 *^______^*물건은닥터자르트니까말이필요없겟죵?ㅎ.ㅎ좋은물건좋은배송감사해요ㅋㅋㅋ,5
57,립글로즈 대신에 실버비비 작은 게 왔네요 2만원 주고 샀는데 샘플이 너무 많아요 ㅋㅋㅋㅋㅋ잘쓸게요,5
58,비비크림이 필요했었는데현대몰에서 저렴하게 잘 산거같아요발림성도좋고 커버력도 괜찮네요재구매 의사 있습니다. ^^,5
59,후기가 좋아서 구매했어요커버력도 좋구역시 소문대로 좋은 상품이더군요샘플들도 귀엽고 넘 잘받앗어요 ^0^,5
60,정말 좋으네요사은품이 이렇게 많을줄이야ㅎㅎㅎㅎㅎ박스안에 있는게 bb크림임좀 작긴하지만 커버력이 상당해서 진짜 조금씩써야겠네요 오래쓸수있을거같습니다.앞으로도 좋은제품 부탁드립니다.수고하세요배송은2틀걸렸음,5
61,워낙 잘 맞아서 몇 통째 ㅅ크는데 에이치몰에서 첨 사는데 사은품이 너무 좋네요..워터크림 너무 써보고 싶던 제품인데 큰 용량 샘플로 와서 젤 좋아요.저렴하게 샀는데 사은품까지 잘 챙겨줘서 앞으로는 여기서만 구매할래요^^,5
62,닥터자르트 실버라벨 비비 왔습니다.비비 역시 좋네요. 두껍지 않게 자연스럽게 커버되고^^본품 뿐만 아니라 다른 구성도 마음에 들어요~겨울철 필수품인 핸드크림을 비롯해여러 사은품을 보내주셨는데 잘 쓸께요.,5
63,엄마 사드렸는데 좋아하시네요.. 피부에도밀착도 잘 되고 잡티도 많이 가려준다고..좀 비싸다고 생각했지만 상품이 좋으니 만족합니다. 다 쓰시면 또 사드려야겠네요..이것저것 사은품이 많았는데 일단 본품만 사진 올립니다.,5
64,잘 받았습니다배송 완전 빠르네요잘 쓸게요~,5
65,일요일에 주문했는데 화요일에 금방도착했네요 ㅋㅋ처음에 블랙라벨 비비가 1개밖에 안와있어서 당황했는데알고보니 5ml짜리 3개가 안오고 15ml짜리로 한개가왔네요^^;;ㅋㅋ비비가 생각보다 작아서 (사은품인 레그리프트젤이더커서..ㅋㅋㅋㅋ) 좀 당황했지만 괜찮은것같애요 레그리프트젤도 맘에드네요 ㅋㅋㅋ세럼은 당장 발라봤는데 많이 끈적이지도 않고 기분이좋네요미네랄파우더도 담에기회되면써봐야겠어요 ㅋㅋ가격대비 정말 좋은구매한것같네요~^^,5
66,"왼쪽이 상품의 주인공 비비크림이구요, 오른쪽에 있는 상품들이 모두 사은품입니다~푸짐하져? ^^아직 실버라벨 비비크림을 반도 다 안썼지만,,,구성품이 너무 좋아서 바로 주문을 해버렸어요^^;;아이컨실러는 다크서클있으신분들이 쓰시면 좋을것 같구요(다른건 그렇지 않은데 컨실러 제조일자가 오래되긴했네요...), 레그리프트젤은 하체비만인 저에게 정말 필요한 것 같아서 좋아요~얼른 맛사지를 해봐야겠어요~",5
67,"닥터자르트비비를 언니꺼를 빌려쓰다가너무좋아서 제가 구입하게 되었습니다.!음,,우선 커버력이 엄청 좋구요~저는 베이스랑 섞어서 자주쓰기때문에 얼굴톤이 환하게되구욬ㅋ배송은 이틀정도걸렸구요그리구 또! 사은품이 푸짐하다는게엄청난것같습니다.ㅋㅋㅋㅋ가루파우더,샘플비비,아이컨실러,립트린트먼트,레그리프트젤까지!!!!아이컨실러를 제일 기대했던 제품이구나머지 사은품은 정말 만족합니다.^^참고로 저는 15일에 주문해서결제했구요이번주는 또사은품이 쫌 바뀐것같더라구욬ㅋㅋ이가격에 이상품들이면 엄청대박인것같아욬저는 정말 만족합니다.!",5
68,"어제 결제해서 오늘 오전에 받아보았습니다+제조일자가 6월 26일자 개봉후 24개월이구요 ..비비크림은 파운데이션 있죠,쫀쫀한 질감이에요 바른 마무리감이 매트한 느낌, 커버력도 무난해요그런데 한꺼번에 바르니까 밀리는 것 같기도 해요색감은 처음에 뜨는 것 같은데 적당히 하얀피부 같아요전 이 쫀쫀한 질감과 커버력이 좋구요사은품구성이 너무 기특해요.컨실러<가장 기대햇어요, 커버력때문에..ㅋㅋ똑딱이 눌러서 붓으로 쓱쓱 바르는데 재밌기도 하구 기발해요붓모는 부드러운데 약해서 바르는 시간이 좀 한번 펌핑해도 양이 충분하니까 바를때 붓질을 잘해야할 것 같아요손등에 발라봤는데 생각지도 못한 반짝이도 함유돼있네요 눈가용이라 그런가요색깔은 보기보다 많이 안진하고 살색 느낌 가깝고 비비랑도 잘 어울러져요 리뉴얼세럼<원래 립트리트먼트로 알앗는데 세럼이라니, 생각지 못하게 특템!정말 대박구성이에요 . . .감사합니다 스포잍이 딸린 병용기라서세럼 위생상 안전할 것 같아요 바를땐 젤느낌이면서 흡수도 금방되구요블랙비비 세개, 너무 귀여워요 수정화장으로 쓸거에요 ㅋㅋ미네랄파우더, 결제 빨리 못해서 안올 줄 알았는데 동봉돼잇더라구요 블랙케이스 디자인은기대한 대로구요 입자가 엄청 고와요 제조일자도 7월 8일이네요그리고 리프트젤, 이건 나중에 외출하고 써볼겸 우선 두고 있는데요나중에 써보고 리뷰 첨가를 . .",5
69,와우~~~오자마자 풀어서 손에다가 짜봤더니....좋아요.. 저는 실버 동생은 블랙~ㅋㅋㅋ요옆의 셋트가 두개셋트산거랍니다.ㅋㅋㅋㅋㅋ 직접 얼굴에 써보고 또 다시 상품평올려야하나?>ㅎㅎㅎㅎ 배송도 빠르고 가격도 한XX보다 더 싸네요.ㅋ,5
70,스킨&로션도 안 바르공걍 바로 비비 펴바르고파우더로 퐁퐁 해준모습이예용!평을 안쓸래야 안쓸수가 없네요~좋아요^ㅁ^하지만 손등 테스트일뿐~빨리 약속잡고 BB 바르고궈궈씽~ 해야겠어욤!!,5
71,제가 사용하다엄마드렸어용그리고 저는 하나더 구매했답니당.커버력짱..약간 많이 매트하고.어뜻바르면 화운데이션을바른다는느김은 들지만 그래도 만족하내용,5
72,BB는 원래 쓰던거라 주문했어용...^^근데 대박구성..ㅋㅋ컨실러도 정품으로 주구요여행용 바디용품도 주고..샘플도 여러개 챙겨주시네용~~~캄사해용..ㅋBB는 워낙 유명한거라전에는 블랙라벨 썼는데실버로 바꾼지 3번째좋아요...커버력도 좋구두껍지도 않고배송도 무진장 빨라용..우체국택배!ㅋ소량만 사용해도 화사해지공완전 강추 아이템이예용~~~,5
73,좋을거리고 기대하고 있습니다.입소문이 워낙있는 제품이라서요.ㅋㅋㅋ,5
74,"타사이트 후기 보니 샘플이 없어서 실망이라는 후기가 많았는데... H몰은 역시 다르네요~b*BB크림은 처음 사보는데 향은 물론, 발림성까지 자극없이 순해서 너무 마음에 듭니다.자외선 차단 효과도 있어서앞으로 이거 하나만 바르고 나가도 무방할 것 같네요. 저렴한 가격으로 사서 좋고 샘플 많이 받아서 좋고 정말 햄볶아야할듯~ ^.<~",5
75,"정말 맘에듭니다,,,,,감사요...............................................................................",5
76,"비비크림은 유분기가 너무 많아도 전 기름이 덕지덕지 낀 느낌이라 싫더라구요.닥터자르트 비비크림은 제가 자주가는 까페 회원분들이 강추해서 구매하게 되었어요.H몰에서 주는 이것저것 쿠폰 쓰니깐 제일 저렴하게 살수 있었어요. 써보니깐, 가격대비 괜찮아요. 샘플도 조그만거 6개정도나 와서 아마 당분간 비비크림은 안사도 충분히 오래 쓸거 같아요,너무 묽거나 하지않아서 조금씩 펴발라주면 화장 안한 날도 쌩얼로 다녀도 안챙피하고요.잡티 같은건 너무 잘가려줘서 좋습니다..",5
77,  닥터자르트비비크림 오른쪽은 언니가 여행갔다오면서 사다준겁니다. 용기포장이 바뀌었는데 더 반짝거리네요. 평소화장을 공들여 하는 편이 아니라 이것만 바르고  다녀도 지속력이 좋아서 편하고 좋아요.할인받아서 생각보다 저렴하게 구매해서 좋고  따라오는 샘플들도 있어서 좋습니다. ,5
78,원래 비비는 닥터자르트 실버라벨만 쓰는지라 재구매했습니다.싼데다가 워터드롭까지 워서 만족이에요.아직 사용전이지만 발라보진 않아서 모르겠지만이전에 사용했던 용기와 달라졌던데 내용물이 바뀐건 아니겠죠?암튼 싼가격에 사거 짱 좋음^^,5
79,"여기저기 비교해보고 샀는데 가장 저렴하고,구성도 다른 곳에는 없는 구성이라서 마음에 들어요~원래 쓰던 제품들이라 ㅎㅎ비비랑 워터드롭 세트로 구매하려다가 이게 더 싸서 일단 이걸로 구매했어요.워터드롭은 생각보다 정말 작네요 ㅎㅎ립트리트먼트는 정품인지 크기도 크고 맘에들어요.비비는 전보다 더 업그레이드 된듯.예전엔 좀 어둡고 뻑뻑한 감이 있었는데 사용감도 더 부드러워지고살짝 밝아졌어요. 그래도 다른 비비에 비해서 밝은 편인 아님 ㅎㅎ자연스럽게 잘 커버되고 피부도 부담스럽지 않아서 잘쓰고 있어요.",5
80,앗.. 주문후에 상품 구성이 바뀌었군요..당초 주문시에는 아래와 같이 4종셋트였습니다.본상품보다 오히려 사은품이 더욱 빵빵한것 같아 좋습니다.아내가 한번 써봤는데처음 쓰는거라 그런지 약간의 트러블이 있는것 같습니다.좀더 써보면 효능을 입증 받을수 있을것 같네요..배송도 빨라 좋습니다.,5
81,받아보고 제가 주문한 상품 아닌줄 알았어요비비 하나 샀는데 사은품도 이렇게 마니 주고 배송도 엄청 빠르고 ~~~대박입니다아침부터 기분 좋아졌네요^^~~~손등에 살짝 발라봤는데 조금 매트한것 같긴한데색상도 좋고요~소문만큼 좋으리라 기대합니다 ,5
82,"방금 받았습니다.싸게 구매한데다사은품까지 푸짐해서너무 좋아요!전 립트리트먼트 대신에 참숯 비누가 왔구요~ 배송도 빠르고 제품도 마음에 듭니다 ^^다만 제가 피부가 흰편인데 생각보다 색이 어두워서 놀랐는데요,손등에 펴발라보니 괜찮은 것 같네요.",5
83,19610원으로 이 많은걸 +_+ 득템 했어요!!!!크림파데 갈아탔다가 닥터자르트가 더좋아서 다시돌아왔어요 ㅠㅠ ㅋㅋㅋ닥터자르트 비비 재구매 하는거예요 닥터자르트꺼 쓰다가 딴거 절대못써요 ㅋㅋㅋ구성이 정말 좋네용^^,5
84,일단 구성품은 핸드크림정품외몇가지 샘플들 또 달력같은(?)그런거하나랑 다른분들 립글로즈랑 팩트(?) 정품으로 왔다고 하시던데 그래서 혹해서산 면이 없지 않아 있는 저로선 ㅠㅠ 휴 본론으로 비비는 사용할만해요 ^-^ 제 피부가 완전 하얀편이라 조금 어두운 감이 없지않아 있어서 쪼금 놀랐지만 나름 많이 튀지는 않고 사용할 만 해요~화장을 두껍게 하는 편이 아니라 가끔 붉은 트러블이 나면 그것만가릴려고 산거라 만족하고 발림성이나 커버력 둘 다 괜찮네요~딱히 단점은 없는 듯 하고 다 쓰면 또 구매할 듯 해요 ㅎㅎ ,5
85,위에 사진이 바르기 전이구요.밑에 화며이 바르고 난 후 입니다.보이시나요?전 아주 얇게 펴발랐는데요..사실 전 이 제품 쓰기전엔 바***운 제품을 썼어요이제품보다 훨씬 더 고가 인데요. 제 피부색과 맞지도 않고왠지 모르게 둥뜨는 느낌이었어요..가격도 저렴하고 용량도 많아서 1년은 쓸거같아요 대만족입니다 ^^,5
